,ax,ay,az,gx,gy,gz,action
2036,8.95,-11.64,-1.05,49.9,-92.88,50.05,idle
2037,11.62,-11.02,-3.73,125.08,222.39,39.53,idle
2038,9.82,-10.04,-6.43,129.63,-155.34,2.6,idle
2039,6.21,-11.97,-8.19,90.5,-155.34,-23.3,idle
2040,1.91,-17.54,-7.35,85.68,-155.34,-18.66,idle
2041,-0.37,-16.55,-6.02,144.16,-155.34,3.54,idle
2042,-1.89,-13.22,-4.54,168.72,307.16,-15.1,idle
2043,-1.4,-13.13,-4.44,152.5,88.61,-60.12,idle
2044,-2.11,-11.1,-4.9,135.63,-38.24,-90.76,idle
2045,-1.84,-10.17,-5.31,83.82,-154.93,-101.95,idle
2046,0.1,-10.46,-4.68,39.08,-166.7,-91.71,idle
2047,0.89,-11.14,-4.19,13.62,-52.67,-78.58,idle
2048,0.33,-11.0,-4.47,25.48,45.93,-73.06,idle
2049,0.49,-10.09,-4.88,12.69,83.24,-73.69,idle
2050,1.02,-9.87,-4.56,-25.11,137.24,-76.46,idle
2051,1.03,-11.1,-3.91,-62.15,200.92,-73.3,idle
2052,0.53,-11.93,-3.54,-76.87,270.71,-63.42,idle
2053,-1.02,-11.46,-2.78,-79.19,257.51,-61.08,idle
2054,-1.88,-11.83,-1.79,-89.49,149.09,-70.22,idle
2055,-0.47,-12.59,-0.99,-99.93,28.61,-76.16,idle
2056,1.08,-13.39,-0.95,-82.52,31.6,-81.03,idle
2057,1.47,-13.29,-1.43,-54.56,74.98,-107.75,idle
2058,1.15,-12.94,-1.52,-47.29,122.64,-133.43,idle
2059,1.15,-13.17,-0.79,-42.66,182.99,-150.11,idle
2060,-0.25,-13.01,-0.54,-15.67,236.46,-165.81,idle
2061,-2.05,-12.25,0.1,-2.82,214.9,-160.39,idle
2062,-3.76,-10.23,1.1,-1.43,135.14,-128.45,idle
2063,-4.48,-8.87,2.25,-31.26,33.0,-86.58,idle
2064,-4.35,-9.44,2.76,-65.52,-53.85,-22.67,idle
2065,6.08,-12.8,0.69,4.8,131.38,-61.84,idle
2066,5.05,-13.47,0.12,46.26,254.07,-76.81,idle
2067,-0.14,-11.64,0.16,64.48,271.2,-94.91,idle
2068,-3.51,-12.17,1.34,27.57,70.33,-109.7,idle
2069,-2.53,-13.46,1.28,9.58,-127.43,-97.12,idle
2070,-1.59,-11.07,0.1,2.99,-237.09,-90.32,idle
2071,1.13,-8.31,-0.36,-18.54,-324.19,-99.96,idle
2072,3.43,-7.07,0.58,-31.55,-245.35,-98.73,idle
2073,3.19,-7.43,1.37,-20.09,-65.98,-88.0,idle
2074,1.33,-8.17,1.19,28.16,66.28,-59.84,idle
2075,-0.14,-9.12,0.45,66.35,156.67,-22.61,idle
2076,-1.96,-9.46,-0.02,84.2,148.26,20.17,idle
2077,-3.65,-10.06,0.06,63.42,74.04,77.61,idle
2078,-3.45,-9.85,-0.66,36.65,-145.8,112.19,idle
2079,0.14,-10.51,-1.26,18.64,-279.05,112.37,idle
2080,2.02,-11.44,-1.17,24.78,-262.51,101.11,idle
2081,2.69,-11.89,-1.09,58.79,-173.41,74.72,idle
2082,1.83,-13.02,-1.44,89.39,-70.07,69.26,idle
2083,0.46,-11.27,-2.04,102.51,-21.89,81.44,idle
2084,-0.35,-10.92,-2.5,61.42,-60.73,93.13,idle
2085,-2.12,-13.02,-3.32,23.42,-181.92,65.28,idle
2086,-1.7,-14.0,-3.71,14.02,-300.6,32.94,idle
2087,-0.32,-13.01,-3.05,27.57,-283.62,54.89,idle
2088,1.49,-11.37,-2.45,52.17,-213.79,83.85,idle
2089,2.55,-9.76,-2.18,71.49,-105.98,101.0,idle
2090,2.19,-8.94,-2.1,61.28,-51.63,104.02,idle
2091,1.31,-10.06,-2.75,52.49,-81.24,88.92,idle
2092,0.28,-10.77,-3.77,30.21,-157.13,79.65,idle
2093,1.22,-10.94,-4.57,3.15,-280.11,65.95,idle
2094,5.08,-11.08,-3.76,-8.25,-259.13,73.85,idle
2095,7.95,-12.43,-3.1,-15.47,-108.02,68.28,idle
2096,8.33,-11.82,-2.79,2.85,53.54,27.16,idle
2097,6.51,-8.58,-0.88,-20.67,117.56,-36.83,idle
2098,3.51,-8.0,1.82,-50.72,74.83,-81.71,idle
2099,3.31,-11.87,2.48,-70.34,13.3,-76.95,idle
2100,-1.34,-7.67,0.25,85.41,-114.6,-20.35,idle
2101,-1.75,-8.55,-0.17,110.23,-53.82,39.2,idle
2102,-0.55,-9.43,-0.72,134.95,42.39,148.31,idle
2103,-0.14,-12.58,-1.75,103.61,131.31,241.8,idle
2104,0.71,-18.09,-2.4,63.66,156.72,298.91,idle
2105,2.54,-17.36,-2.66,29.9,165.81,324.09,idle
2106,3.74,-14.14,-1.74,-14.37,104.21,241.13,idle
2107,0.67,-11.73,-0.92,-72.28,-26.84,78.93,idle
2108,-0.95,-11.86,0.39,-108.19,-139.67,32.96,idle
2109,-1.94,-11.54,0.08,-69.67,-247.54,59.66,idle
2110,-0.05,-11.72,-1.76,-28.38,288.93,77.42,idle
2111,2.39,-12.36,-4.03,16.9,255.95,76.46,idle
2112,5.58,-12.98,-5.58,60.73,280.82,87.18,idle
2113,8.53,-9.91,-5.66,79.45,-224.1,69.24,idle
2114,8.14,-8.74,-3.81,-56.66,24.99,3.69,idle
2115,6.17,-12.42,-1.61,-71.15,153.88,-54.6,idle
2116,4.2,-11.43,-0.05,-36.45,211.45,-83.25,idle
2117,1.03,-9.65,1.02,7.7,134.95,-126.73,idle
2118,-0.82,-10.64,1.33,-49.39,-3.9,-138.28,idle
2119,-0.39,-16.21,0.11,-101.37,-141.81,-119.68,idle
2120,2.88,-17.83,-0.67,-100.97,-193.43,-118.73,idle
2121,4.49,-15.28,-0.28,-91.72,-89.05,-165.99,idle
2122,3.51,-14.24,0.88,-93.71,63.52,-172.43,idle
2123,2.74,-14.19,1.97,-69.69,194.01,-174.83,idle
2124,-0.24,-13.23,1.82,15.22,268.17,-164.96,idle
2125,-2.23,-11.23,1.94,64.01,228.15,-148.51,idle
2126,-4.37,-9.62,1.64,98.25,127.0,-129.7,idle
2127,-4.63,-7.68,1.7,87.91,-2.74,-88.32,idle
2128,-4.52,-7.77,1.99,59.98,-82.63,-18.23,idle
2129,-2.92,-6.8,0.94,91.01,-134.44,41.96,idle
2130,-1.73,-6.96,0.47,86.5,-133.38,91.25,idle
2131,-2.33,-9.44,-0.35,94.07,-136.04,133.12,idle
2132,-2.91,-13.3,-1.55,101.9,-150.9,188.58,idle
2133,-5.29,-17.1,-4.96,121.6,-262.74,251.14,idle
2134,-1.46,-22.4,-8.19,87.82,155.33,238.54,idle
2135,0.65,-9.32,-1.09,-110.8,-144.22,1.99,idle
2136,3.98,-8.46,-0.61,-152.82,-272.61,-0.03,idle
2137,6.1,-11.03,-0.68,-181.62,-280.09,-12.81,idle
2138,10.15,-18.6,-0.53,-134.63,-102.42,-18.72,idle
2139,12.5,-17.91,-1.6,-35.69,317.25,-39.73,idle
2140,5.03,-15.65,-2.97,-29.55,-155.34,-91.28,idle
2141,-4.84,-14.23,0.65,20.32,-235.91,-145.01,idle
2142,-5.45,-10.7,2.73,-7.46,-28.79,-168.95,idle
2143,0.39,-10.14,3.25,-69.92,-214.52,-153.83,idle
2144,1.03,-8.74,2.1,-2.44,-128.33,-159.49,idle
2145,2.49,-9.69,2.46,2.09,-15.83,-143.84,idle
2146,-1.02,-11.01,1.38,74.86,167.58,-95.71,idle
2147,-4.2,-9.51,-0.18,117.5,91.4,-39.18,idle
2148,-2.67,-8.75,-0.37,86.11,-27.86,10.97,idle
2149,-2.34,-9.43,-0.85,70.89,-56.01,51.45,idle
2150,-1.46,-8.85,-0.9,59.26,-71.82,100.01,idle
2151,-0.46,-7.99,-0.64,25.2,-72.92,144.28,idle
2152,-1.04,-11.4,-0.34,-19.6,-85.48,156.85,idle
2153,-1.67,-16.88,-1.08,7.01,-137.78,154.15,idle
2154,0.1,-16.06,-2.39,71.4,-118.09,170.63,idle
2155,1.19,-12.81,-2.43,51.82,-74.28,188.47,idle
2156,1.02,-10.84,-1.61,7.03,-77.85,163.46,idle
2157,1.37,-11.34,-1.07,-12.84,-110.16,132.74,idle
2158,0.44,-12.55,-1.4,11.35,-112.8,99.54,idle
2159,-0.39,-11.99,-2.78,46.35,-156.78,78.8,idle
2160,0.28,-11.17,-3.73,36.47,-193.74,103.27,idle
2161,2.86,-10.91,-4.5,13.47,-237.72,128.33,idle
2162,5.4,-10.25,-4.39,-34.7,-237.14,104.53,idle
2163,7.14,-12.57,-3.04,-94.18,-190.73,23.27,idle
2164,7.32,-10.81,-1.1,-81.57,4.05,-18.18,idle
2165,2.7,-9.19,1.22,-77.97,37.82,-87.86,idle
2166,1.4,-9.58,3.28,-99.26,-77.55,-93.94,idle
2167,4.0,-15.1,3.06,-91.57,-80.13,-59.78,idle
2168,5.14,-16.81,1.19,-29.77,61.31,-55.47,idle
2169,3.44,-13.93,0.58,-26.85,111.32,-105.18,idle
2170,5.63,-11.05,-0.96,18.52,-21.39,127.31,idle
2171,1.31,-10.42,0.26,-12.98,-50.14,40.6,idle
2172,-0.74,-10.82,0.51,7.85,-108.42,42.1,idle
2173,-0.15,-10.52,-0.23,17.82,-177.36,97.12,idle
2174,6.01,-11.13,0.09,4.79,-193.57,135.53,idle
2175,11.22,-12.24,0.65,8.17,-31.87,94.19,idle
2176,9.56,-11.53,0.96,27.88,160.96,37.72,idle
2177,6.06,-12.23,0.75,32.39,214.21,-13.26,idle
2178,2.94,-14.28,-0.78,67.18,220.43,-57.48,idle
2179,0.79,-16.58,-2.88,108.43,175.27,-113.01,idle
2180,0.75,-17.22,-4.76,156.21,179.68,-147.22,idle
2181,0.33,-14.36,-5.63,149.39,245.47,-154.12,idle
2182,-2.12,-12.95,-5.02,111.33,240.65,-161.08,idle
2183,-3.14,-11.01,-3.8,78.2,143.62,-133.64,idle
2184,-3.25,-12.22,-2.79,39.67,40.24,-103.6,idle
2185,-2.19,-12.16,-3.36,62.85,-41.75,-95.48,idle
2186,-0.28,-12.38,-4.41,65.25,-21.69,-81.33,idle
2187,0.46,-10.97,-4.84,50.4,36.05,-87.76,idle
2188,0.37,-9.45,-4.87,16.87,115.02,-83.1,idle
2189,-2.16,-8.68,-3.92,-32.65,115.56,-54.5,idle
2190,-1.19,-8.62,-2.82,-95.74,-36.88,-56.09,idle
2191,0.07,-10.71,-2.24,-111.9,-10.14,-52.12,idle
2192,2.39,-9.37,-1.44,-83.09,67.75,-45.15,idle
2193,5.88,-10.21,-1.12,-77.74,258.64,-58.09,idle
2194,1.76,-17.16,-3.16,-79.47,-155.34,-91.25,idle
2195,-3.06,-15.31,-3.13,-0.07,-223.98,-96.65,idle
2196,-4.75,-12.34,-1.12,-60.7,238.1,-114.41,idle
2197,-3.52,-11.04,0.96,-152.38,19.57,-106.97,idle
2198,-1.06,-10.35,1.65,-156.91,-46.22,-83.28,idle
2199,1.47,-9.07,1.44,-116.28,-42.54,-75.0,idle
2200,2.08,-8.92,0.87,-88.41,114.46,-59.8,idle
2201,-0.59,-9.24,-0.34,-40.65,219.83,-44.34,idle
2202,-1.08,-9.2,-1.25,-31.9,198.37,-22.95,idle
2203,-0.23,-10.36,-1.64,-35.22,183.92,-19.31,idle
2204,0.09,-10.47,-1.55,-53.33,203.43,-5.08,idle
2205,5.63,-11.05,-0.96,18.52,-21.39,127.31,idle
2206,1.31,-10.42,0.26,-12.98,-50.14,40.6,idle
2207,-0.74,-10.82,0.51,7.85,-108.42,42.1,idle
2208,-0.15,-10.52,-0.23,17.82,-177.36,97.12,idle
2209,6.01,-11.13,0.09,4.79,-193.57,135.53,idle
2210,11.22,-12.24,0.65,8.17,-31.87,94.19,idle
2211,9.56,-11.53,0.96,27.88,160.96,37.72,idle
2212,6.06,-12.23,0.75,32.39,214.21,-13.26,idle
2213,2.94,-14.28,-0.78,67.18,220.43,-57.48,idle
2214,0.79,-16.58,-2.88,108.43,175.27,-113.01,idle
2215,0.75,-17.22,-4.76,156.21,179.68,-147.22,idle
2216,0.33,-14.36,-5.63,149.39,245.47,-154.12,idle
2217,-2.12,-12.95,-5.02,111.33,240.65,-161.08,idle
2218,-3.14,-11.01,-3.8,78.2,143.62,-133.64,idle
2219,-3.25,-12.22,-2.79,39.67,40.24,-103.6,idle
2220,-2.19,-12.16,-3.36,62.85,-41.75,-95.48,idle
2221,-0.28,-12.38,-4.41,65.25,-21.69,-81.33,idle
2222,0.46,-10.97,-4.84,50.4,36.05,-87.76,idle
2223,0.37,-9.45,-4.87,16.87,115.02,-83.1,idle
2224,-2.16,-8.68,-3.92,-32.65,115.56,-54.5,idle
2225,-1.19,-8.62,-2.82,-95.74,-36.88,-56.09,idle
2226,0.07,-10.71,-2.24,-111.9,-10.14,-52.12,idle
2227,2.39,-9.37,-1.44,-83.09,67.75,-45.15,idle
2228,5.88,-10.21,-1.12,-77.74,258.64,-58.09,idle
2229,1.76,-17.16,-3.16,-79.47,-155.34,-91.25,idle
2230,-3.06,-15.31,-3.13,-0.07,-223.98,-96.65,idle
2231,-4.75,-12.34,-1.12,-60.7,238.1,-114.41,idle
2232,-3.52,-11.04,0.96,-152.38,19.57,-106.97,idle
2233,-1.06,-10.35,1.65,-156.91,-46.22,-83.28,idle
2234,1.47,-9.07,1.44,-116.28,-42.54,-75.0,idle
2235,2.08,-8.92,0.87,-88.41,114.46,-59.8,idle
2236,-0.59,-9.24,-0.34,-40.65,219.83,-44.34,idle
2237,-1.08,-9.2,-1.25,-31.9,198.37,-22.95,idle
2238,-0.23,-10.36,-1.64,-35.22,183.92,-19.31,idle
2239,0.09,-10.47,-1.55,-53.33,203.43,-5.08,idle
2240,-0.01,-9.09,1.64,-47.03,216.24,29.29,idle
2241,-0.59,-8.11,2.4,-18.81,159.92,12.22,idle
2242,-0.28,-7.44,2.81,3.29,83.8,11.75,idle
2243,0.1,-7.88,2.07,35.41,52.06,11.03,idle
2244,0.06,-9.1,1.17,47.8,35.67,13.81,idle
2245,-1.31,-11.84,0.35,49.62,-0.94,8.66,idle
2246,-1.72,-13.84,-1.35,58.87,-98.06,-10.95,idle
2247,-0.76,-14.58,-2.78,62.99,-170.08,-32.77,idle
2248,2.9,-7.23,-0.67,49.54,-152.41,-30.74,idle
2249,5.12,-4.17,1.46,2.53,28.33,-11.64,idle
2250,0.84,-9.55,3.33,-57.46,263.87,-10.08,idle
2251,-1.9,-9.6,1.31,57.59,94.87,-11.09,idle
2252,-3.51,-10.32,-0.26,47.8,25.57,-1.2,idle
2253,-3.71,-10.08,-0.75,-9.11,-107.0,40.94,idle
2254,-1.76,-10.39,-0.02,-78.61,-184.84,113.04,idle
2255,2.15,-11.4,1.63,-97.31,-146.9,191.29,idle
2256,6.24,-11.56,2.64,-43.04,1.09,209.21,idle
2257,7.11,-9.65,1.86,35.22,142.08,172.92,idle
2258,5.17,-8.13,0.72,46.13,172.88,87.07,idle
2259,2.45,-9.57,0.28,26.81,127.17,-2.21,idle
2260,1.85,-11.18,0.11,4.39,88.59,-20.67,idle
2261,2.93,-12.66,-0.17,-6.45,114.48,-13.21,idle
2262,2.51,-14.03,-0.36,2.96,173.13,-35.92,idle
2263,1.06,-15.66,-1.08,42.19,181.09,-79.71,idle
2264,0.34,-14.9,-2.28,91.94,192.61,-118.99,idle
2265,-0.66,-14.33,-2.86,98.04,205.96,-137.66,idle
2266,-1.62,-13.46,-2.78,81.64,221.57,-111.85,idle
2267,-1.76,-11.11,-2.56,64.22,190.13,-56.32,idle
2268,-0.26,-9.61,-2.07,40.36,159.9,-15.03,idle
2269,0.66,-9.07,-1.65,42.4,173.12,-4.57,idle
2270,0.18,-9.09,-1.76,56.62,169.87,-0.67,idle
2271,0.51,-9.42,-2.28,68.74,132.22,7.82,idle
2272,1.98,-10.65,-3.18,72.04,111.71,16.02,idle
2273,2.84,-11.74,-4.16,73.94,115.21,-4.44,idle
2274,1.75,-12.18,-4.8,51.91,100.79,-82.19,idle
2275,3.34,-6.37,-1.42,-67.93,122.14,23.1,idle
2276,2.71,-6.88,-1.17,-58.55,95.26,12.95,idle
2277,2.59,-8.58,-1.99,-17.73,64.27,-12.48,idle
2278,2.6,-9.33,-3.19,-0.3,45.7,-21.56,idle
2279,2.54,-10.07,-4.0,-7.34,48.23,-19.76,idle
2280,3.71,-10.56,-3.2,-33.49,62.82,-6.6,idle
2281,5.23,-12.28,-0.44,-20.55,91.14,-23.72,idle
2282,5.27,-12.49,1.8,73.7,106.78,-115.19,idle
2283,4.33,-8.69,1.86,138.66,-1.58,-133.43,idle
2284,3.63,-4.16,-1.01,-54.11,80.42,-109.0,idle
2285,2.33,-11.25,1.17,-19.71,83.77,-59.4,idle
2286,-0.03,-10.98,0.35,-24.09,69.67,-1.14,idle
2287,1.18,-12.34,1.38,-55.88,27.01,35.93,idle
2288,2.73,-10.33,0.32,-12.78,91.27,36.83,idle
2289,2.62,-5.98,0.72,-14.22,121.92,40.8,idle
2290,4.0,-6.36,3.53,-81.8,70.74,68.6,idle
2291,8.28,-9.0,7.71,113.68,97.23,-18.89,idle
2292,2.06,-8.29,1.01,178.08,20.75,-86.64,idle
2293,0.28,-3.09,-3.43,32.3,79.85,0.83,idle
2294,3.24,-6.45,-0.3,-103.17,14.45,46.64,idle
2295,3.69,-9.31,1.38,-150.11,64.8,136.48,idle
2296,8.6,-11.17,5.18,-114.06,85.5,-25.94,idle
2297,3.29,-11.6,4.57,1.93,174.14,-60.76,idle
2298,0.65,-8.87,0.35,53.47,179.7,-41.0,idle
2299,-0.43,-11.32,0.85,-49.16,99.06,1.9,idle
2300,1.41,-14.79,2.6,-49.18,43.27,62.56,idle
2301,1.64,-11.0,1.72,-20.69,79.8,71.37,idle
2302,1.55,-7.82,1.35,-24.84,49.04,89.07,idle
2303,1.41,-6.06,-0.44,-92.81,81.5,92.09,idle
2304,1.25,-7.79,1.99,-123.01,87.82,51.27,idle
2305,0.71,-10.47,3.31,-51.18,98.03,49.13,idle
2306,1.11,-11.55,1.98,72.92,104.42,46.02,idle
2307,1.54,-11.74,0.18,93.72,89.3,31.22,idle
2308,2.45,-10.36,-0.53,41.72,43.58,28.99,idle
2309,2.69,-11.7,1.36,-23.4,-38.1,5.41,idle
2310,-1.72,-6.25,6.53,64.35,161.55,-21.95,idle
2311,0.13,-6.3,5.05,143.99,-58.06,-23.53,idle
2312,0.13,-10.48,5.87,23.8,49.16,-64.5,idle
2313,0.25,-3.42,-1.35,5.61,-2.18,47.5,idle
2314,2.6,-7.79,2.2,-92.85,-25.22,97.87,idle
2315,2.84,-12.95,1.4,-155.23,23.66,163.09,idle
2316,4.41,-12.46,3.09,-171.67,81.83,99.17,idle
2317,2.53,-12.45,4.44,-116.38,235.67,49.62,idle
2318,0.65,-15.01,3.83,10.57,220.33,2.24,idle
2319,0.66,-12.79,1.4,74.1,152.0,-21.66,idle
2320,1.85,-9.06,0.24,23.48,121.3,-12.0,idle
2321,1.95,-7.76,1.62,-35.06,160.74,-23.5,idle
2322,0.31,-8.6,2.14,-46.22,172.88,-44.62,idle
2323,0.46,-9.0,2.48,-11.15,107.26,-28.7,idle
2324,1.04,-8.91,1.24,17.01,109.15,-9.29,idle
2325,0.05,-9.68,-0.67,17.12,108.22,7.93,idle
2326,0.09,-10.91,-1.52,10.11,59.23,15.76,idle
2327,1.31,-14.1,-2.64,3.2,34.86,-3.14,idle
2328,2.43,-13.01,-3.34,57.07,53.33,-37.87,idle
2329,2.0,-8.84,-3.24,23.82,64.06,-86.56,idle
2330,0.92,-9.79,-1.39,-60.2,73.64,-116.99,idle
2331,-0.38,-10.7,-1.41,-61.23,79.9,-111.76,idle
2332,-1.13,-13.31,-0.76,-56.43,64.06,-90.76,idle
2333,-0.74,-12.67,-1.49,-10.89,133.15,-63.92,idle
2334,-1.42,-10.78,-2.1,-20.66,141.56,-37.95,idle
2335,-0.02,-8.76,-1.24,-62.29,124.96,-10.78,idle
2336,1.13,-8.96,-0.17,-81.8,152.14,-0.94,idle
2337,1.33,-9.22,0.01,-52.96,208.49,-5.56,idle
2338,0.4,-9.28,-0.65,-11.32,251.07,-14.95,idle
2339,-0.25,-8.19,-1.61,13.65,241.19,-14.77,idle
2340,-0.26,-8.73,-2.58,-7.99,222.44,0.3,idle
2341,-0.49,-10.99,-2.88,-48.49,160.18,5.56,idle
2342,0.15,-15.9,-3.48,-51.04,120.82,20.02,idle
2343,3.86,-14.09,-3.63,9.91,171.11,59.02,idle
2344,5.34,-9.84,-3.66,-30.97,302.54,31.29,idle
2345,1.7,-12.27,0.65,-42.51,238.34,-28.47,idle
2346,1.05,-7.68,-1.73,-46.23,201.76,-27.83,idle
2347,1.74,-9.59,-0.24,-154.73,56.09,-19.5,idle
2348,2.95,-13.26,1.79,-178.92,70.44,24.09,idle
2349,3.13,-13.54,1.28,-203.9,169.7,36.95,idle
2350,2.8,-14.15,3.39,-192.38,193.23,26.85,idle
2351,2.04,-13.12,5.37,-84.12,212.08,-20.95,idle
2352,2.42,-11.08,6.84,34.83,127.42,-75.38,idle
2353,5.17,-8.78,4.54,113.13,92.84,-192.79,idle
2354,-2.03,-7.21,0.49,-82.77,146.77,-76.45,idle
2355,-1.91,-7.47,3.47,-65.78,84.47,-25.8,idle
2356,-1.98,-9.9,4.14,-61.49,67.4,76.31,idle
2357,0.63,-10.6,5.39,-120.95,65.45,98.91,idle
2358,-0.18,-12.75,5.98,-113.77,86.15,68.36,idle
2359,-0.02,-12.81,6.53,-12.28,39.56,36.24,idle
2360,-0.64,-9.78,5.23,48.23,-23.04,-1.67,idle
2361,-0.72,-8.34,4.95,41.98,-79.48,-14.1,idle
2362,-0.96,-8.93,4.54,52.12,-56.09,-4.92,idle
2363,-2.1,-9.19,2.93,57.78,-56.75,22.67,idle
2364,-2.32,-9.66,1.38,25.63,-106.83,60.94,idle
2365,-1.32,-10.17,0.79,8.11,-143.82,89.36,idle
2366,-0.34,-10.34,0.22,-2.21,-159.52,92.88,idle
2367,0.6,-10.39,0.28,6.37,-155.1,80.8,idle
2368,0.91,-11.03,-0.14,20.12,-138.62,72.91,idle
2369,1.04,-11.51,-0.49,33.51,-100.05,65.4,idle
2370,0.16,-10.44,-0.54,30.88,-84.08,56.2,idle
2371,-0.33,-11.72,-0.87,17.22,-126.67,41.29,idle
2372,-0.76,-13.93,-1.52,22.93,-140.34,42.1,idle
2373,-0.42,-12.76,-1.86,47.07,-124.09,62.7,idle
2374,0.37,-10.47,-1.97,31.72,-98.19,86.82,idle
2375,1.48,-9.73,-1.31,4.8,-88.01,108.86,idle
2376,3.13,-9.2,-0.62,-1.83,-54.93,114.66,idle
2377,3.37,-8.77,-0.58,-5.6,-39.01,77.88,idle
2378,2.48,-9.74,-0.65,-4.44,-55.24,24.38,idle
2379,1.42,-10.22,-0.81,-4.51,-76.13,-7.82,idle
2380,0.71,-9.06,1.15,-18.64,-52.54,58.75,idle
2381,0.81,-9.88,0.82,-7.26,-51.3,51.42,idle
2382,1.13,-10.32,0.32,-1.8,-44.68,48.06,idle
2383,1.43,-10.01,0.36,-11.81,-27.65,49.07,idle
2384,1.67,-10.2,1.0,-33.46,-8.39,47.85,idle
2385,1.56,-11.47,1.49,-36.1,11.21,41.23,idle
2386,1.78,-13.4,1.1,-21.18,29.52,32.93,idle
2387,2.24,-12.03,0.64,9.67,67.86,12.63,idle
2388,1.91,-11.05,0.43,12.31,79.91,-24.99,idle
2389,0.86,-10.19,0.43,30.76,105.23,-53.13,idle
2390,0.16,-9.96,0.11,41.46,110.23,-59.97,idle
2391,-0.33,-10.72,-0.49,44.05,122.5,-44.46,idle
2392,-0.24,-12.12,-1.44,49.19,126.64,-29.45,idle
2393,0.4,-12.78,-2.05,57.82,153.57,-23.51,idle
2394,-0.41,-10.89,-2.47,76.97,143.99,-40.01,idle
2395,0.12,-9.12,-2.4,61.98,97.72,-54.5,idle
2396,0.4,-8.6,-2.01,39.92,107.35,-60.62,idle
2397,-0.28,-9.06,-1.53,25.91,116.28,-57.45,idle
2398,-0.89,-9.52,-1.55,32.64,97.61,-44.49,idle
2399,-0.59,-10.26,-2.09,28.44,61.23,-37.7,idle
2400,-0.78,-11.91,-2.98,13.52,24.64,-42.02,idle
2401,-0.07,-12.82,-3.92,7.08,-33.87,-54.66,idle
2402,1.59,-9.74,-3.48,-27.46,-32.88,-65.0,idle
2403,2.05,-8.66,-1.87,-121.19,8.01,-85.45,idle
2404,0.77,-11.51,0.0,-170.94,43.38,-92.59,idle
2405,0.19,-13.74,0.87,-104.28,101.43,-80.42,idle
2406,-0.86,-12.71,0.32,-50.7,156.24,-78.93,idle
2407,-1.86,-10.38,-0.24,-26.88,172.72,-68.42,idle
2408,-2.23,-7.89,0.78,-69.53,149.79,-29.29,idle
2409,-0.91,-8.26,2.14,-119.28,109.41,15.82,idle
2410,0.55,-9.33,3.65,-106.95,162.07,24.61,idle
2411,-1.14,-10.09,3.37,-64.12,176.23,41.15,idle
2412,-0.36,-9.99,1.73,-41.29,147.45,61.34,idle
2413,0.35,-10.83,1.25,-73.18,141.36,83.38,idle
2414,1.12,-11.15,1.86,-66.59,145.77,96.74,idle
2415,0.71,-9.06,1.15,-18.64,-52.54,58.75,idle
2416,0.81,-9.88,0.82,-7.26,-51.3,51.42,idle
2417,1.13,-10.32,0.32,-1.8,-44.68,48.06,idle
2418,1.43,-10.01,0.36,-11.81,-27.65,49.07,idle
2419,1.67,-10.2,1.0,-33.46,-8.39,47.85,idle
2420,1.56,-11.47,1.49,-36.1,11.21,41.23,idle
2421,1.78,-13.4,1.1,-21.18,29.52,32.93,idle
2422,2.24,-12.03,0.64,9.67,67.86,12.63,idle
2423,1.91,-11.05,0.43,12.31,79.91,-24.99,idle
2424,0.86,-10.19,0.43,30.76,105.23,-53.13,idle
2425,0.16,-9.96,0.11,41.46,110.23,-59.97,idle
2426,-0.33,-10.72,-0.49,44.05,122.5,-44.46,idle
2427,-0.24,-12.12,-1.44,49.19,126.64,-29.45,idle
2428,0.4,-12.78,-2.05,57.82,153.57,-23.51,idle
2429,-0.41,-10.89,-2.47,76.97,143.99,-40.01,idle
2430,0.12,-9.12,-2.4,61.98,97.72,-54.5,idle
2431,0.4,-8.6,-2.01,39.92,107.35,-60.62,idle
2432,-0.28,-9.06,-1.53,25.91,116.28,-57.45,idle
2433,-0.89,-9.52,-1.55,32.64,97.61,-44.49,idle
2434,-0.59,-10.26,-2.09,28.44,61.23,-37.7,idle
2435,-0.78,-11.91,-2.98,13.52,24.64,-42.02,idle
2436,-0.07,-12.82,-3.92,7.08,-33.87,-54.66,idle
2437,1.59,-9.74,-3.48,-27.46,-32.88,-65.0,idle
2438,2.05,-8.66,-1.87,-121.19,8.01,-85.45,idle
2439,0.77,-11.51,0.0,-170.94,43.38,-92.59,idle
2440,0.19,-13.74,0.87,-104.28,101.43,-80.42,idle
2441,-0.86,-12.71,0.32,-50.7,156.24,-78.93,idle
2442,-1.86,-10.38,-0.24,-26.88,172.72,-68.42,idle
2443,-2.23,-7.89,0.78,-69.53,149.79,-29.29,idle
2444,-0.91,-8.26,2.14,-119.28,109.41,15.82,idle
2445,0.55,-9.33,3.65,-106.95,162.07,24.61,idle
2446,-1.14,-10.09,3.37,-64.12,176.23,41.15,idle
2447,-0.36,-9.99,1.73,-41.29,147.45,61.34,idle
2448,0.35,-10.83,1.25,-73.18,141.36,83.38,idle
2449,1.12,-11.15,1.86,-66.59,145.77,96.74,idle
2450,2.08,-10.08,-1.19,-15.26,87.39,-16.64,idle
2451,1.65,-11.13,-0.8,-11.68,95.23,-17.18,idle
2452,1.32,-11.4,-0.79,7.63,99.73,-23.72,idle
2453,0.82,-10.16,-0.91,12.65,91.92,-34.6,idle
