,ax,ay,az,gx,gy,gz,action
1409,7.56,-62.75,4.71,155.33,-191.55,-155.34,grenade
1410,-19.89,-38.18,18.31,28.55,-155.34,-301.52,grenade
1411,13.94,8.77,9.58,-143.39,155.33,-205.39,grenade
1412,14.92,-11.4,14.7,278.34,208.43,136.28,grenade
1413,-15.32,-19.18,18.95,-325.44,-155.34,146.2,grenade
1414,-5.26,-5.15,17.63,-36.39,199.58,-45.33,grenade
1415,4.75,-5.75,19.25,-65.19,-138.95,-16.06,grenade
1416,-0.38,-6.03,19.99,162.16,240.94,-2.99,grenade
1417,-2.48,-1.3,10.75,39.34,-126.76,-25.48,grenade
1418,0.92,-2.4,9.59,25.81,-38.97,-24.04,grenade
1419,-1.54,-3.01,6.83,55.25,89.33,-14.35,grenade
1420,-0.7,-1.95,3.71,-1.86,-26.58,-16.89,grenade
1421,0.45,-2.79,0.46,-66.67,-1.92,-40.31,grenade
1422,-1.38,-5.54,0.49,-60.85,-44.57,-105.11,grenade
1423,0.03,-4.24,-1.86,-10.22,-95.61,-132.92,grenade
1424,-2.7,-4.1,-2.22,-29.55,-109.79,-140.84,grenade
1425,-2.46,-2.77,-2.28,-110.42,-264.6,-56.67,grenade
1426,-0.04,-4.1,1.95,-219.62,-228.47,82.23,grenade
1427,3.29,-7.35,-0.14,-196.94,-301.7,193.02,grenade
1428,8.28,-12.49,-1.1,-240.05,-323.23,220.91,grenade
1429,15.63,-18.08,-5.68,-140.34,212.64,223.11,grenade
1430,17.57,-15.32,-5.4,-29.0,-287.43,189.26,grenade
1431,15.26,-18.05,-1.37,-100.76,-16.64,266.04,grenade
1432,9.22,-14.95,-3.95,47.44,-140.69,136.33,grenade
1433,10.52,-12.77,-5.16,49.97,-263.14,43.85,grenade
1434,11.21,-10.9,-3.4,-7.85,-173.32,54.5,grenade
1435,29.61,-15.06,2.11,-171.55,156.49,194.59,grenade
1436,26.41,-18.42,-5.39,-197.63,266.05,155.33,grenade
1437,16.16,-25.25,-13.49,-191.16,-284.42,155.33,grenade
1438,1.85,-29.44,-19.63,-155.34,308.03,155.33,grenade
1439,-10.81,-27.69,-31.73,-155.34,130.53,245.62,grenade
1440,-17.26,-8.91,-33.19,-155.34,-192.29,-265.31,grenade
1441,-17.49,-9.89,-27.12,241.26,-221.19,52.57,grenade
1442,-11.39,-8.29,-30.56,93.39,-292.7,-224.9,grenade
1443,-0.81,-11.84,-21.67,315.62,-260.42,-155.34,grenade
1444,-2.76,-28.1,-11.63,155.33,116.47,-155.34,grenade
1445,6.6,-43.42,-5.54,155.33,-196.83,-155.34,grenade
1446,14.08,-59.63,10.63,155.33,263.96,-155.34,grenade
1447,-12.56,-40.42,22.48,30.87,-155.34,-207.27,grenade
1448,26.12,10.37,23.84,-71.29,155.33,323.22,grenade
1449,9.92,-13.17,10.74,262.15,-155.34,116.12,grenade
1450,-16.52,8.11,11.44,-70.33,-239.96,193.81,grenade
1451,-1.11,-3.99,24.47,-30.97,155.33,-86.69,grenade
1452,6.05,-3.71,14.95,-12.26,-28.39,-3.17,grenade
1453,-1.7,-3.72,17.74,154.81,250.81,-10.54,grenade
1454,-1.01,-1.36,12.51,-29.26,-142.9,-11.76,grenade
1455,0.53,-2.29,9.89,59.22,-40.11,-46.78,grenade
1456,-1.21,-2.11,6.29,53.13,24.44,-23.82,grenade
1457,0.62,-1.9,3.42,-25.83,-65.92,-14.22,grenade
1458,0.05,-1.75,-2.03,-45.93,11.23,-55.28,grenade
1459,-2.87,-4.23,-2.32,-80.66,-32.74,-102.77,grenade
1460,-2.1,-4.68,-0.9,-154.11,-166.99,-61.55,grenade
1461,-3.16,-5.29,-3.79,-120.34,-178.06,-39.15,grenade
1462,-1.89,-5.5,-3.8,-200.13,-317.97,48.28,grenade
1463,1.76,-9.54,-0.02,-252.78,286.61,152.12,grenade
1464,5.09,-14.0,-4.33,-167.47,-299.99,239.13,grenade
1465,15.12,-22.91,-5.8,-215.21,312.24,291.35,grenade
1466,17.23,-18.19,-6.85,-15.06,-240.14,223.13,grenade
1467,15.44,-19.1,-4.01,-42.22,-90.43,214.26,grenade
1468,10.62,-14.33,-5.13,33.9,-194.65,94.82,grenade
1469,12.0,-12.13,-5.06,40.1,-231.4,36.33,grenade
1470,4.69,-28.14,0.18,266.51,-58.82,257.34,grenade
1471,17.3,-29.14,1.96,-310.49,28.61,254.47,grenade
1472,22.78,-25.82,-3.81,-206.13,138.02,237.1,grenade
1473,19.59,-24.1,-13.68,-155.34,277.22,155.33,grenade
1474,13.76,-31.99,-23.63,-155.34,-155.34,155.33,grenade
1475,-1.6,-30.36,-28.16,-155.34,-155.34,155.33,grenade
1476,-11.68,-29.16,-33.7,-155.34,278.89,197.66,grenade
1477,-18.41,-13.65,-36.9,-155.34,-39.79,200.53,grenade
1478,-16.81,-2.11,-32.09,283.42,-34.1,-21.39,grenade
1479,-11.49,-10.93,-18.75,-14.66,-94.32,171.01,grenade
1480,-3.56,-8.59,-20.07,122.73,-253.92,-301.73,grenade
1481,0.87,-10.34,-15.87,-131.96,-141.87,-209.54,grenade
1482,1.3,-13.34,-14.79,303.44,-15.88,-211.74,grenade
1483,2.48,-22.24,-9.74,188.0,-45.09,-172.61,grenade
1484,6.1,-28.74,-7.07,155.33,-84.23,-155.34,grenade
1485,6.8,-40.54,12.65,155.33,-212.72,-160.35,grenade
1486,-20.36,-40.89,16.38,-222.18,-187.57,265.32,grenade
1487,18.24,2.23,32.59,-135.73,155.33,-68.63,grenade
1488,20.19,-2.86,17.43,239.73,-303.24,121.43,grenade
1489,-10.12,-16.28,22.63,295.92,-155.34,162.68,grenade
1490,-5.87,-0.91,17.73,-68.53,-326.54,-43.18,grenade
1491,2.4,-3.0,17.28,-62.1,-54.92,-9.03,grenade
1492,-1.86,-1.85,14.5,65.2,41.9,6.34,grenade
1493,-1.82,-2.73,10.95,18.84,-69.95,-22.81,grenade
1494,-0.33,-1.56,8.5,32.67,-3.49,-37.79,grenade
1495,0.59,-2.51,4.61,-41.76,37.69,-7.03,grenade
1496,-0.95,-3.84,1.24,-29.95,23.48,-68.44,grenade
1497,0.09,-3.33,0.96,-43.07,-116.08,-113.19,grenade
1498,0.12,-5.58,0.82,-124.35,25.19,-94.58,grenade
1499,-2.79,-4.69,-0.16,-49.36,-48.69,-86.46,grenade
1500,-0.93,-2.94,-0.46,-133.98,-154.11,-61.36,grenade
1501,-0.84,-5.07,3.57,-200.63,-159.66,20.41,grenade
1502,1.36,-8.15,2.18,-233.11,-243.5,105.56,grenade
1503,7.18,-10.23,1.95,-206.81,-323.51,125.2,grenade
1504,12.73,-14.42,-2.05,-236.14,258.36,163.37,grenade
1505,9.59,-24.23,-13.75,-175.79,-244.05,155.33,grenade
1506,-0.47,-24.93,-16.99,-155.34,-322.36,166.77,grenade
1507,-11.01,-24.56,-27.18,-155.34,191.89,235.93,grenade
1508,-16.84,-8.97,-32.39,-155.34,-96.8,-323.13,grenade
1509,-14.96,-4.63,-23.96,260.61,-149.97,-35.92,grenade
1510,-13.51,-11.4,-20.05,112.05,-32.25,205.96,grenade
1511,-6.68,-13.58,-22.6,-25.39,-224.1,-208.48,grenade
1512,-0.88,-22.34,-20.41,267.73,-150.0,-155.34,grenade
1513,2.68,-30.71,-12.76,155.33,-76.51,-155.34,grenade
1514,7.77,-38.59,-4.23,155.33,-33.02,-155.34,grenade
1515,7.86,-45.94,15.63,155.33,-155.34,-155.34,grenade
1516,-36.05,-49.51,23.49,-223.02,-155.34,-288.45,grenade
1517,8.37,-1.87,7.94,-19.44,155.33,-201.64,grenade
1518,23.09,-0.33,11.35,-222.62,102.11,62.73,grenade
1519,-7.28,-18.14,22.1,230.19,-155.34,152.56,grenade
1520,-6.66,2.48,11.3,1.58,-267.87,-70.22,grenade
1521,2.61,-1.32,13.58,-83.85,-165.69,-29.28,grenade
1522,0.48,-2.97,17.65,40.72,162.48,6.25,grenade
1523,-1.75,1.45,10.83,7.08,-66.6,-10.16,grenade
1524,1.06,-1.28,10.51,1.58,-56.4,-17.96,grenade
1525,0.12,-0.09,9.88,14.14,36.71,-0.77,grenade
1526,-1.63,-1.48,8.94,1.41,-15.07,-19.42,grenade
1527,-1.42,-1.81,5.91,18.06,-47.22,-9.99,grenade
1528,1.4,-0.86,3.03,-47.85,-78.87,-6.25,grenade
1529,1.47,-3.58,0.03,-113.9,-65.96,-72.39,grenade
1530,0.51,-5.42,0.15,-79.71,-97.95,-122.47,grenade
1531,-0.79,-5.96,-0.95,-78.87,-69.5,-101.47,grenade
1532,-0.69,-3.18,0.01,-90.49,-129.86,-52.57,grenade
1533,-0.21,-5.67,-0.57,-206.19,-184.84,43.75,grenade
1534,1.92,-7.48,1.88,-251.11,-180.25,143.87,grenade
1535,7.09,-10.72,-0.89,-239.27,-318.96,173.61,grenade
1536,11.92,-16.77,-0.85,-237.62,321.81,182.69,grenade
1537,15.31,-15.48,-2.05,-58.55,-291.2,184.21,grenade
1538,14.78,-16.14,-1.07,-74.04,-118.46,195.99,grenade
1539,10.24,-15.91,-2.2,-9.72,-150.15,147.24,grenade
1540,3.41,-12.24,-1.1,-99.25,2.57,-133.55,idle
1541,2.44,-12.31,-1.15,-96.04,15.51,-146.81,idle
1542,1.27,-12.56,-1.35,-93.36,16.49,-153.74,idle
1543,0.78,-12.52,-1.14,-86.08,13.44,-151.3,idle
1544,0.05,-11.71,-1.3,-72.71,3.73,-148.44,idle
1545,-0.18,-10.51,-1.37,-58.23,-11.65,-140.92,idle
1546,-0.61,-9.15,-1.5,-53.91,-17.68,-126.87,idle
1547,-0.54,-8.48,-1.01,-55.43,-25.91,-104.36,idle
1548,-0.84,-7.95,-0.74,-42.02,-13.59,-80.08,idle
1549,-1.24,-7.19,-0.57,-15.12,3.26,-46.72,idle
1550,-1.23,-6.91,-0.27,-0.13,-3.9,-0.24,idle
1551,-0.3,-8.38,-0.46,27.25,-0.83,51.99,idle
1552,1.31,-10.27,-0.81,74.22,-11.23,85.66,idle
1553,2.28,-11.49,-1.61,116.28,0.48,110.55,idle
1554,3.19,-10.89,-2.94,152.05,-57.68,124.59,idle
1555,4.62,-9.68,-2.74,129.4,-84.09,119.59,idle
1556,3.96,-11.03,-2.45,90.64,-87.13,88.4,idle
1557,4.4,-11.12,-2.05,85.05,-76.51,86.63,idle
1558,4.5,-9.12,-2.0,67.76,-54.61,59.74,idle
1559,3.34,-8.12,-1.66,41.93,-50.54,30.77,idle
1560,3.35,-7.72,-0.94,22.79,-73.17,28.91,idle
1561,3.96,-8.68,-0.32,16.77,-48.93,28.01,idle
1562,3.66,-9.12,-0.18,27.2,-22.09,17.19,idle
1563,3.37,-8.54,-0.54,33.63,-13.52,17.96,idle
1564,3.75,-7.94,-0.42,15.83,-6.69,23.66,idle
1565,4.15,-8.3,0.0,6.3,17.68,23.07,idle
1566,3.82,-9.93,-0.19,6.8,42.86,15.13,idle
1567,2.73,-11.09,-1.08,11.35,49.67,-3.29,idle
1568,1.86,-12.5,-1.94,10.19,24.55,-15.62,idle
1569,2.44,-11.1,-1.71,-11.42,47.56,-11.33,idle
1570,2.73,-10.01,-1.2,-37.93,87.37,-14.02,idle
1571,2.86,-9.92,-0.91,-26.44,111.97,-31.45,idle
1572,2.19,-8.94,-1.38,-10.75,153.46,-54.9,idle
1573,1.05,-9.14,-1.87,-7.4,163.22,-71.05,idle
1574,-0.03,-9.43,-1.98,-11.96,163.92,-70.89,idle
1575,6.84,-9.84,-3.98,37.29,-107.76,4.18,idle
1576,5.02,-9.76,-4.83,45.93,94.09,11.67,idle
1577,4.12,-11.42,-4.91,34.86,157.49,11.27,idle
1578,5.27,-11.23,-4.43,40.83,234.62,-5.66,idle
1579,5.66,-9.95,-4.51,29.95,-289.67,-28.53,idle
1580,4.72,-9.74,-4.02,-1.95,-215.5,-64.88,idle
1581,3.56,-10.46,-3.13,-8.04,-187.45,-96.44,idle
1582,1.85,-10.6,-2.64,17.7,-183.27,-100.24,idle
1583,1.02,-9.88,-1.81,45.81,-240.6,-84.49,idle
1584,-0.78,-8.76,-0.68,37.21,-264.13,-65.74,idle
1585,-4.01,-7.91,0.1,42.37,187.59,-39.3,idle
1586,-3.69,-7.57,0.03,56.98,-68.53,-7.12,idle
1587,-1.74,-7.3,-1.05,48.05,-259.28,0.1,idle
1588,0.19,-6.91,-1.57,18.61,317.84,7.81,idle
1589,1.03,-8.19,-1.9,1.48,-325.41,23.07,idle
1590,1.71,-9.15,-1.76,-6.65,-291.81,45.21,idle
1591,2.39,-10.38,-1.06,-16.69,-213.44,66.51,idle
1592,1.46,-11.8,-1.01,-15.32,-157.14,69.47,idle
1593,1.4,-13.38,-1.14,19.83,-184.09,69.34,idle
1594,3.18,-11.3,-0.75,35.66,-165.34,91.54,idle
1595,5.25,-8.0,-0.14,31.31,-111.45,89.11,idle
1596,4.95,-7.37,0.04,17.8,-54.7,42.88,idle
1597,3.91,-9.1,0.0,25.66,-36.56,9.4,idle
1598,3.08,-10.12,-0.35,22.66,-16.03,-0.77,idle
1599,2.61,-9.75,-0.65,12.78,0.07,-7.35,idle
1600,2.77,-8.43,-0.24,-5.99,19.57,-5.52,idle
1601,2.62,-8.08,0.2,-17.97,44.49,-10.62,idle
1602,1.9,-8.76,0.28,-19.88,44.86,-19.7,idle
1603,1.48,-8.82,0.12,-9.33,36.66,-30.47,idle
1604,1.22,-8.0,-0.37,-9.35,50.72,-29.68,idle
1605,1.41,-7.71,-0.38,-25.98,60.13,-20.15,idle
1606,1.23,-10.15,-0.44,-35.75,79.45,-19.28,idle
1607,1.1,-11.68,-0.15,-24.27,91.01,-12.28,idle
1608,0.97,-9.35,-0.61,-6.82,80.2,-18.9,idle
1609,0.67,-8.27,-1.08,-4.83,38.33,-32.16,idle
1610,3.36,-10.11,-2.15,-23.53,118.49,-53.98,idle
1611,3.19,-10.68,-1.75,-22.93,148.4,-63.95,idle
1612,2.16,-11.79,-1.9,-22.31,181.41,-72.51,idle
1613,2.06,-11.82,-1.64,-4.36,204.51,-79.41,idle
1614,1.93,-11.31,-1.71,17.22,235.21,-90.99,idle
1615,1.47,-10.55,-1.61,27.39,256.01,-102.8,idle
1616,0.25,-9.91,-1.58,33.92,243.96,-108.11,idle
1617,-0.91,-9.51,-1.26,41.84,156.96,-103.23,idle
1618,-1.32,-8.98,-1.06,40.21,47.07,-95.05,idle
1619,-1.05,-8.17,-0.92,25.05,-49.24,-84.92,idle
1620,-0.67,-7.62,-0.82,10.39,-103.18,-68.77,idle
1621,-0.3,-7.16,-0.5,-1.9,-120.55,-44.39,idle
1622,-0.24,-7.05,-0.17,-6.27,-97.26,-8.2,idle
1623,-0.07,-7.14,-0.18,-2.57,-83.67,36.59,idle
1624,0.22,-8.02,0.15,-10.19,-60.7,78.95,idle
1625,0.1,-10.17,-0.3,-14.39,-67.99,123.49,idle
1626,1.43,-11.84,-0.68,-13.1,-124.87,154.88,idle
1627,2.32,-14.32,-1.0,-6.14,-122.79,153.95,idle
1628,2.51,-15.96,-1.8,42.28,-140.59,121.39,idle
1629,3.98,-12.24,-1.5,56.18,-81.93,109.94,idle
1630,4.32,-8.55,-0.81,22.53,-10.78,83.22,idle
1631,2.9,-7.18,-0.27,-7.17,-22.47,38.98,idle
1632,2.15,-8.73,0.16,-4.74,-86.32,-0.85,idle
1633,1.59,-10.14,-0.17,27.36,-107.41,-30.52,idle
1634,0.63,-9.83,-1.05,49.24,-111.82,-46.55,idle
1635,0.27,-8.26,-1.32,36.27,-122.23,-30.82,idle
1636,0.9,-6.72,-1.05,-2.47,-144.75,-4.95,idle
1637,2.16,-7.26,0.11,-23.77,-132.54,0.12,idle
1638,2.24,-8.34,0.84,-18.55,-87.19,-3.05,idle
1639,1.63,-8.91,0.6,-3.43,-62.01,2.5,idle
1640,2.0,-9.08,0.79,-7.49,-42.92,13.36,idle
1641,2.26,-9.04,0.98,-15.71,-36.34,17.32,idle
1642,2.71,-8.97,1.44,-19.76,-16.14,17.79,idle
1643,2.67,-9.02,1.76,-15.77,22.47,18.34,idle
1644,2.41,-9.48,1.7,-8.59,41.73,22.81,idle
1645,2.61,-6.88,-3.51,29.19,-263.89,17.88,idle
1646,2.53,-7.01,-3.42,8.54,-273.47,-4.95,idle
1647,2.6,-9.12,-3.2,7.41,-261.37,-21.16,idle
1648,3.58,-10.39,-2.74,26.03,-157.07,-8.36,idle
1649,4.03,-9.88,-3.09,31.48,-40.86,14.68,idle
1650,5.06,-8.27,-3.16,14.2,22.14,27.11,idle
1651,7.01,-8.22,-2.61,0.12,133.38,29.43,idle
1652,5.82,-8.7,-3.05,-7.44,255.22,9.91,idle
1653,3.93,-9.98,-2.66,-5.23,221.78,-32.45,idle
1654,3.81,-10.07,-2.37,21.36,265.79,-43.96,idle
1655,1.89,-9.64,-3.03,13.61,254.52,-58.29,idle
1656,1.9,-10.08,-2.82,25.81,253.08,-69.12,idle
1657,1.16,-9.9,-3.74,34.74,316.41,-74.45,idle
1658,-1.13,-10.89,-4.84,14.87,299.2,-80.66,idle
1659,-2.44,-10.63,-4.91,12.49,218.99,-83.31,idle
1660,-2.32,-9.46,-4.52,-6.33,134.53,-82.89,idle
1661,-1.91,-9.28,-3.86,-40.14,111.56,-72.5,idle
1662,-1.56,-9.66,-3.32,-58.56,121.05,-53.77,idle
1663,-1.13,-9.38,-2.96,-57.98,143.27,-37.43,idle
1664,-0.96,-8.86,-2.87,-54.11,151.05,-30.74,idle
1665,-0.72,-8.98,-2.6,-57.3,154.58,-21.71,idle
1666,-0.57,-9.8,-2.39,-57.4,170.95,-8.95,idle
1667,-0.44,-10.52,-2.36,-52.0,180.12,1.78,idle
1668,-0.37,-11.01,-2.56,-44.34,178.32,9.2,idle
1669,0.15,-10.59,-2.53,-48.78,173.53,14.63,idle
1670,0.99,-10.21,-1.99,-64.3,185.77,19.63,idle
1671,1.73,-10.17,-1.58,-72.21,225.98,17.61,idle
1672,1.64,-10.64,-1.64,-54.06,255.86,-2.22,idle
1673,1.51,-10.95,-1.51,-29.17,256.68,-29.77,idle
1674,0.57,-11.01,-1.53,-8.39,225.71,-64.64,idle
1675,-0.41,-10.18,-1.4,-4.37,154.04,-84.54,idle
1676,-0.88,-9.43,-0.9,-20.86,56.85,-85.53,idle
1677,-0.62,-9.2,-0.33,-31.89,-9.91,-71.29,idle
1678,-0.11,-8.51,0.0,-29.4,-24.15,-47.29,idle
1679,0.22,-7.78,0.0,-25.92,-19.5,-22.82,idle
1680,5.18,-10.6,-2.66,-82.29,309.88,-66.62,idle
1681,4.27,-12.67,-2.89,-69.87,-264.72,-91.94,idle
1682,2.85,-14.1,-3.98,-39.06,-155.34,-103.26,idle
1683,0.57,-13.76,-4.59,-0.44,-155.34,-119.21,idle
1684,-0.85,-12.2,-3.82,32.0,-265.24,-128.74,idle
1685,-0.81,-11.38,-2.33,34.82,260.22,-133.21,idle
1686,-1.17,-11.53,-1.33,32.24,169.82,-129.83,idle
1687,-0.45,-10.93,-0.17,33.43,101.49,-109.21,idle
1688,-0.91,-10.16,0.08,35.12,73.59,-87.48,idle
1689,-1.21,-9.44,0.18,50.54,-16.84,-79.67,idle
1690,-1.41,-8.42,0.15,49.62,-108.71,-81.86,idle
1691,-1.23,-7.92,0.16,33.98,-197.09,-75.85,idle
1692,-0.77,-7.59,0.29,18.02,-236.33,-55.21,idle
1693,-0.31,-7.64,0.65,15.3,-219.28,-17.12,idle
1694,0.14,-8.36,0.21,24.44,-195.8,34.27,idle
1695,0.78,-8.82,-0.71,45.0,-171.56,68.65,idle
1696,0.45,-9.4,-2.7,65.75,-219.54,76.6,idle
1697,1.21,-10.41,-4.07,67.54,-271.55,86.15,idle
1698,1.63,-11.47,-5.1,79.58,-297.05,81.54,idle
1699,0.42,-12.58,-6.82,121.98,326.63,40.88,idle
1700,-0.22,-11.51,-8.76,145.42,216.26,-3.5,idle
1701,0.61,-10.36,-7.89,116.03,253.54,-19.39,idle
1702,0.67,-9.33,-5.59,122.72,-270.89,-40.89,idle
1703,-0.53,-8.63,-4.8,157.42,-110.8,-37.03,idle
1704,-0.75,-7.89,-4.85,154.46,-33.92,14.54,idle
1705,-0.25,-8.7,-4.44,100.67,11.59,60.53,idle
1706,0.56,-10.11,-4.02,60.04,-14.16,89.45,idle
1707,2.79,-9.45,-3.71,44.05,-40.05,99.43,idle
1708,4.85,-8.45,-3.05,8.78,-37.41,83.71,idle
1709,5.51,-8.81,-2.11,-30.77,0.18,41.79,idle
1710,4.84,-9.59,-1.45,-44.92,38.45,19.54,idle
1711,4.66,-9.95,-1.15,-41.58,54.55,12.83,idle
1712,4.79,-9.39,-1.25,-37.66,101.69,10.48,idle
1713,4.2,-9.18,-1.33,-45.87,130.65,-14.72,idle
1714,2.96,-9.61,-1.38,-43.18,156.62,-41.79,idle
1715,-0.97,-9.58,-1.65,-152.93,-75.52,-76.52,idle
1716,-0.96,-8.13,-1.09,-143.56,-48.89,-50.86,idle
1717,-0.48,-7.23,-0.4,-116.67,-57.11,-27.36,idle
1718,-0.01,-7.1,0.18,-68.59,-15.71,-7.2,idle
1719,-0.3,-7.06,0.17,-9.59,-7.82,8.08,idle
1720,0.02,-6.52,-0.51,49.82,-41.59,23.75,idle
1721,0.82,-6.96,-1.49,90.53,-79.97,47.07,idle
1722,2.82,-8.77,-2.05,131.6,-88.3,66.19,idle
1723,3.75,-10.87,-3.23,179.1,-15.38,74.59,idle
1724,4.33,-12.13,-3.53,201.81,50.44,81.35,idle
1725,4.2,-12.72,-3.84,204.56,116.4,69.93,idle
1726,2.37,-12.03,-4.49,176.22,144.51,65.17,idle
1727,1.04,-11.3,-4.14,127.32,56.08,55.16,idle
1728,1.03,-11.33,-3.48,81.0,-31.16,42.69,idle
1729,0.66,-12.45,-3.0,40.68,-68.53,28.24,idle
1730,0.88,-11.85,-2.09,25.37,-94.01,21.76,idle
1731,1.27,-10.89,-1.6,31.26,-66.85,30.65,idle
1732,1.23,-9.14,-1.94,49.45,-53.3,36.57,idle
1733,1.63,-6.7,-2.44,54.98,-68.71,25.27,idle
1734,1.35,-6.67,-2.71,28.9,-78.63,1.43,idle
1735,0.28,-7.87,-2.55,-1.64,-94.52,-12.83,idle
1736,-0.01,-8.51,-2.2,-18.0,-129.46,0.51,idle
1737,0.8,-8.13,-1.94,-23.68,-150.5,16.17,idle
1738,1.41,-7.62,-1.73,-36.85,-145.1,19.92,idle
1739,1.79,-8.39,-1.06,-53.88,-134.59,27.97,idle
1740,2.6,-9.15,-0.28,-68.42,-93.57,49.33,idle
1741,3.37,-10.26,0.61,-89.31,-14.63,80.8,idle
1742,3.97,-10.65,1.4,-86.09,34.96,90.93,idle
1743,4.37,-10.44,1.98,-70.15,73.35,85.41,idle
1744,3.98,-10.7,2.11,-42.28,92.41,62.32,idle
1745,3.37,-10.89,1.84,4.22,95.35,34.24,idle
1746,2.52,-10.55,0.86,47.5,83.54,12.23,idle
1747,2.28,-9.95,-0.05,71.17,65.7,-5.0,idle
1748,1.98,-9.77,-0.92,79.8,75.07,-22.9,idle
1749,1.33,-10.86,-1.49,69.18,81.56,-28.06,idle
1750,3.07,-11.42,0.37,-39.59,-72.53,63.55,idle
1751,2.7,-11.98,0.97,-34.67,-51.13,33.23,idle
1752,1.78,-10.88,0.86,-15.19,-27.51,15.1,idle
1753,1.51,-8.74,0.67,6.19,-49.91,3.6,idle
1754,1.66,-7.38,0.68,3.7,-62.55,-6.94,idle
1755,1.53,-7.06,0.68,-0.56,-63.48,-14.1,idle
1756,1.61,-7.62,0.32,11.15,-61.1,-18.47,idle
1757,1.65,-7.86,-0.09,12.55,-35.83,-20.82,idle
1758,1.51,-8.56,-0.37,-1.29,-15.44,-17.32,idle
1759,1.74,-9.4,-0.32,-17.24,-3.05,-14.98,idle
1760,1.83,-10.55,-0.08,-27.48,4.62,-25.16,idle
1761,2.04,-10.77,0.22,-26.58,20.15,-36.89,idle
1762,1.51,-10.71,0.19,-20.72,33.37,-57.13,idle
1763,0.92,-11.35,0.21,-15.59,36.27,-66.27,idle
1764,0.8,-12.53,0.14,0.15,30.04,-66.91,idle
1765,1.34,-11.18,0.35,8.01,38.11,-58.41,idle
1766,2.34,-9.63,0.64,3.06,22.27,-60.52,idle
1767,2.89,-9.18,1.25,-5.64,29.63,-81.57,idle
1768,2.46,-10.49,1.12,-7.81,98.12,-93.29,idle
1769,1.18,-12.35,-0.76,22.11,44.6,-114.45,idle
1770,0.71,-14.42,-0.23,27.16,33.99,-124.39,idle
1771,0.05,-12.14,-0.59,30.77,9.24,-105.37,idle
1772,0.2,-9.01,-0.8,27.84,-0.97,-78.6,idle
1773,0.81,-7.24,-0.48,16.28,-21.97,-63.95,idle
1774,0.82,-6.43,-0.35,11.93,-11.93,-55.71,idle
1775,0.46,-6.22,-0.22,16.2,1.52,-44.34,idle
1776,-0.2,-6.26,-0.35,26.73,5.0,-26.24,idle
1777,-1.06,-7.64,-0.59,33.61,-5.52,2.02,idle
1778,-1.56,-10.25,-0.8,42.78,-30.06,49.36,idle
1779,-0.48,-10.85,-0.72,42.48,-37.98,112.98,idle
1780,-0.15,-12.56,-1.31,30.56,-41.26,142.66,idle
1781,0.19,-10.96,-2.26,62.35,-131.95,123.48,idle
1782,0.73,-10.38,-1.93,42.68,-179.82,104.07,idle
1783,1.7,-10.7,-1.02,17.12,-180.84,124.75,idle
1784,2.84,-11.32,-0.66,20.34,-153.8,119.31,idle
1785,1.43,-9.15,1.73,29.34,63.57,53.79,idle
1786,2.59,-8.51,1.91,11.06,71.69,73.44,idle
1787,3.65,-8.81,2.49,-1.26,102.39,78.07,idle
1788,4.08,-8.32,2.17,13.3,123.13,57.62,idle
1789,4.03,-7.58,1.63,20.95,129.34,22.35,idle
1790,3.34,-7.81,1.13,15.74,124.61,-13.29,idle
1791,2.76,-8.72,0.49,14.26,109.32,-40.11,idle
1792,2.47,-10.24,-0.19,15.61,102.8,-64.44,idle
1793,2.31,-11.21,-0.94,27.66,124.41,-86.53,idle
1794,1.92,-10.62,-1.74,24.44,160.06,-100.15,idle
1795,1.26,-10.58,-2.25,8.6,190.1,-107.21,idle
1796,0.72,-10.95,-2.57,7.24,197.18,-108.68,idle
1797,0.11,-10.59,-3.16,13.27,194.41,-106.33,idle
1798,-0.24,-10.27,-3.67,12.14,156.94,-103.52,idle
1799,-0.44,-10.08,-3.77,-10.65,130.93,-91.59,idle
1800,-0.37,-9.92,-3.26,-36.18,113.42,-68.45,idle
1801,-0.09,-9.56,-2.41,-47.71,107.49,-44.31,idle
1802,0.07,-9.37,-1.89,-49.73,97.16,-28.7,idle
1803,0.01,-9.56,-1.68,-53.89,75.58,-15.03,idle
1804,0.35,-9.74,-1.38,-62.84,44.33,-0.28,idle
1805,1.1,-9.92,-0.91,-79.94,29.39,16.7,idle
1806,2.35,-10.66,0.06,-98.88,48.46,35.09,idle
1807,2.62,-11.19,-0.06,-71.96,85.63,23.8,idle
1808,2.74,-10.71,-0.29,-28.12,74.36,-18.98,idle
1809,2.14,-10.05,-0.45,-16.26,81.56,-54.82,idle
1810,1.24,-9.4,-0.34,-21.13,69.52,-66.28,idle
1811,0.82,-8.91,-0.11,-21.82,52.86,-60.38,idle
1812,0.64,-8.48,0.06,-17.74,43.03,-49.01,idle
1813,0.31,-8.04,0.09,-9.21,40.82,-31.86,idle
1814,0.18,-8.05,0.22,-3.06,41.87,-2.53,idle
1815,0.34,-8.88,0.32,4.86,50.57,30.39,idle
1816,0.45,-9.34,0.44,16.46,52.64,51.59,idle
1817,-0.02,-10.13,-0.05,30.09,28.49,61.25,idle
1818,-0.2,-10.81,-1.16,48.16,-48.54,63.63,idle
1819,1.17,-9.03,-1.15,29.39,-95.68,66.15,idle
1820,-4.69,-9.09,2.48,55.57,-258.03,-97.26,idle
