,ax,ay,az,gx,gy,gz,action
1408,9.38,-7.54,-2.2,43.56,-42.23,-9.9,idle
1409,7.89,-7.87,-3.07,2.35,45.29,-43.35,idle
1410,5.85,-9.13,-3.14,-23.98,62.91,-81.67,idle
1411,4.32,-11.26,-2.59,-45.2,60.62,-122.76,idle
1412,2.37,-13.49,-2.19,-61.58,61.32,-165.06,idle
1413,-0.85,-14.52,-1.57,-68.3,40.19,-207.21,idle
1414,-3.47,-14.02,-0.54,-77.9,24.67,-209.71,idle
1415,-5.38,-12.7,0.57,-71.38,38.51,-182.26,idle
1416,-7.01,-11.51,1.41,-31.06,104.8,-119.33,idle
1417,-9.61,-9.85,0.91,3.5,129.35,-56.79,idle
1418,-10.96,-9.25,1.1,-16.2,36.3,-4.65,idle
1419,-8.49,-10.52,1.59,-13.35,-73.3,78.22,idle
1420,-6.06,-11.54,0.94,7.79,-46.9,130.13,idle
1421,-4.4,-12.87,0.53,13.67,-50.69,174.68,idle
1422,-2.22,-13.91,0.01,48.37,-48.43,186.91,idle
1423,-0.34,-14.01,-0.44,60.1,-34.45,194.44,idle
1424,1.32,-13.54,-0.69,47.85,-19.62,191.94,idle
1425,3.46,-11.95,-0.49,33.02,-38.85,151.79,idle
1426,5.34,-10.33,-0.41,16.52,-82.89,82.93,idle
1427,6.86,-8.07,-1.16,25.62,-162.91,17.7,idle
1428,7.71,-7.46,-1.71,20.49,-130.56,-23.83,idle
1429,6.46,-7.02,-2.25,2.79,-32.15,-46.51,idle
1430,5.19,-7.78,-2.81,-26.17,18.41,-54.56,idle
1431,4.58,-9.84,-2.62,-62.16,42.86,-70.82,idle
1432,4.05,-12.33,-2.2,-79.47,54.34,-115.3,idle
1433,1.96,-14.94,-1.89,-85.63,59.63,-165.72,idle
1434,-0.37,-15.88,-1.18,-93.45,47.22,-199.11,idle
1435,4.61,-8.61,-1.51,-29.89,69.79,-57.37,idle
1436,3.54,-10.35,-1.5,-37.89,74.2,-99.7,idle
1437,1.85,-13.54,-1.42,-52.34,33.66,-149.59,idle
1438,0.95,-14.93,-1.02,-48.49,10.89,-197.28,idle
1439,-1.21,-14.46,-0.81,-66.18,16.89,-217.83,idle
1440,-2.62,-13.68,0.06,-91.13,36.89,-205.52,idle
1441,-3.5,-13.21,0.55,-86.52,92.94,-157.46,idle
1442,-5.35,-10.9,0.69,-57.83,139.01,-110.39,idle
1443,-8.29,-9.67,1.03,-45.01,115.56,-88.99,idle
1444,-8.95,-9.17,1.08,-18.08,-6.25,-11.71,idle
1445,-8.26,-9.32,1.25,15.88,-50.66,30.79,idle
1446,-7.77,-11.3,0.36,38.36,-79.87,94.24,idle
1447,-6.46,-12.41,-0.68,56.0,-84.34,151.53,idle
1448,-4.2,-14.14,-0.92,40.56,-89.1,210.89,idle
1449,-1.27,-16.04,-0.81,46.83,-70.22,252.21,idle
1450,1.72,-15.83,-0.25,71.78,-6.42,224.39,idle
1451,1.81,-14.19,-0.96,67.43,49.42,189.4,idle
1452,3.68,-11.75,-0.87,51.15,-4.99,157.16,idle
1453,4.88,-9.43,-0.24,24.38,-27.77,87.77,idle
1454,4.76,-7.96,-0.03,12.26,-40.46,39.59,idle
1455,4.72,-7.77,-0.47,15.83,-25.16,9.06,idle
1456,4.08,-7.45,-1.38,6.59,-2.44,-19.77,idle
1457,4.24,-8.46,-1.65,-10.57,-4.66,-53.68,idle
1458,3.56,-10.1,-1.91,-23.86,23.36,-103.2,idle
1459,2.15,-12.13,-2.36,-42.88,37.99,-143.87,idle
1460,1.3,-14.41,-2.01,-63.8,47.56,-179.41,idle
1461,-3.4,-14.58,-0.87,-79.15,34.06,-217.34,idle
1462,-5.2,-12.28,0.05,-73.69,55.62,-204.8,idle
1463,-7.47,-11.68,0.96,-50.06,69.93,-137.17,idle
1464,-8.59,-9.78,1.14,2.04,73.17,-42.8,idle
1465,-8.62,-9.78,0.57,-5.79,26.82,7.12,idle
1466,-9.25,-9.99,0.51,9.23,-10.48,31.51,idle
1467,-8.52,-10.62,0.45,15.59,-78.39,79.77,idle
1468,-4.41,-13.61,0.12,26.49,-60.18,181.83,idle
1469,-2.35,-14.73,-0.21,52.41,-52.15,200.62,idle
1470,-9.35,-9.04,0.83,-6.89,37.26,-34.89,idle
1471,-8.48,-9.17,1.06,-23.14,-12.52,3.96,idle
1472,-7.99,-9.78,1.39,3.41,-45.24,44.39,idle
1473,-7.06,-10.83,0.74,36.94,-63.35,98.35,idle
1474,-5.93,-12.37,-0.13,46.17,-58.17,149.63,idle
1475,-4.12,-14.18,-0.81,52.43,-77.36,197.7,idle
1476,-1.36,-14.96,-1.04,60.96,-73.73,216.72,idle
1477,0.68,-14.33,-0.73,59.11,-33.49,196.82,idle
1478,1.88,-12.98,-0.95,61.22,-16.61,165.18,idle
1479,3.44,-11.13,-1.19,48.58,-38.86,113.07,idle
1480,4.0,-9.21,-1.2,29.72,-59.17,63.81,idle
1481,4.01,-8.04,-1.24,15.71,-64.19,31.71,idle
1482,4.21,-7.47,-1.62,9.47,-38.37,9.76,idle
1483,4.35,-7.41,-2.14,2.07,-10.95,-11.87,idle
1484,4.67,-8.48,-2.37,-9.41,26.36,-48.84,idle
1485,3.25,-9.95,-2.48,-41.5,44.08,-104.94,idle
1486,2.61,-12.25,-1.91,-66.3,29.65,-143.58,idle
1487,1.8,-14.52,-1.52,-84.17,34.27,-187.19,idle
1488,0.15,-16.12,-1.32,-94.71,45.18,-219.46,idle
1489,-2.5,-16.2,-0.43,-94.56,91.17,-221.07,idle
1490,-7.1,-13.6,0.85,-50.0,145.91,-179.88,idle
1491,-10.72,-10.68,0.83,5.14,129.96,-96.44,idle
1492,-9.73,-9.12,1.2,-21.62,28.58,-10.13,idle
1493,-9.55,-9.38,1.11,-11.82,23.59,23.65,idle
1494,-9.81,-9.59,1.23,11.27,-19.12,52.14,idle
1495,-9.35,-10.73,0.77,20.96,-40.94,100.94,idle
1496,-6.87,-12.55,0.03,19.04,-77.68,157.95,idle
1497,-4.35,-14.22,-0.53,28.87,-76.62,189.13,idle
1498,-1.72,-15.19,-0.76,35.58,-73.84,203.47,idle
1499,0.76,-14.87,-0.84,51.59,-47.76,189.4,idle
1500,1.93,-13.29,-1.07,57.57,-25.01,157.92,idle
1501,3.05,-11.03,-1.17,44.78,-38.79,123.92,idle
1502,4.06,-8.98,-0.65,28.93,-39.5,74.65,idle
1503,4.11,-8.49,-0.67,15.07,-41.47,36.86,idle
1504,4.33,-7.39,-0.96,14.52,-27.57,0.53,idle
1505,3.72,-7.78,-2.09,-18.64,12.11,-38.39,idle
1506,3.22,-8.84,-2.02,-34.73,39.12,-75.33,idle
1507,2.52,-10.9,-2.1,-48.66,53.77,-111.9,idle
1508,1.65,-13.09,-2.15,-68.22,60.93,-150.69,idle
1509,0.9,-14.92,-2.0,-85.57,51.59,-189.84,idle
1510,-0.73,-15.62,-1.3,-97.55,75.62,-218.58,idle
1511,-3.36,-14.76,-0.28,-93.55,106.28,-211.76,idle
1512,-6.26,-13.44,0.45,-66.1,141.26,-166.66,idle
1513,-9.03,-11.08,0.44,-22.23,114.34,-114.73,idle
1514,-9.09,-10.06,1.02,-33.12,-1.66,-45.79,idle
1515,-10.6,-9.34,1.77,-4.6,7.21,-15.13,idle
1516,-10.33,-10.15,2.09,-2.6,-61.98,67.99,idle
1517,-8.44,-12.06,1.47,28.7,-41.9,132.01,idle
1518,-6.88,-13.34,0.21,35.29,-78.22,177.38,idle
1519,-4.45,-15.43,-0.24,45.9,-84.66,213.22,idle
1520,-2.15,-16.02,-0.69,58.76,-75.26,221.62,idle
1521,0.1,-15.64,-1.14,75.49,-69.98,203.7,idle
1522,1.95,-13.83,-1.68,76.07,-78.93,161.69,idle
1523,4.16,-11.41,-1.95,61.81,-83.13,116.93,idle
1524,4.52,-8.88,-1.76,39.15,-63.02,63.74,idle
1525,4.28,-7.85,-1.68,21.65,-44.25,35.23,idle
1526,4.5,-7.25,-2.23,15.91,-11.15,12.62,idle
1527,4.6,-7.44,-2.65,-2.09,21.33,-19.41,idle
1528,4.05,-8.47,-2.74,-21.57,37.53,-67.54,idle
1529,2.98,-10.37,-2.6,-49.12,41.47,-116.32,idle
1530,1.42,-12.65,-2.56,-69.06,33.23,-162.82,idle
1531,1.13,-14.96,-2.36,-85.76,-6.48,-204.04,idle
1532,0.59,-16.69,-1.75,-102.3,7.08,-243.35,idle
1533,-2.16,-16.44,-0.72,-125.83,65.7,-258.06,idle
1534,-4.67,-14.37,0.97,-110.94,127.75,-203.09,idle
1535,-9.13,-12.05,2.65,-62.53,195.0,-137.93,idle
1536,-10.81,-10.37,2.08,-16.34,115.33,-22.49,idle
1537,-9.09,-9.7,2.09,-14.81,29.43,33.28,idle
1538,-9.99,-10.63,1.12,11.36,-5.43,46.74,idle
1539,-10.62,-11.94,-0.28,34.67,-116.37,86.37,idle
1540,-4.41,-15.52,1.12,-84.58,211.96,-212.84,idle
1541,-9.86,-12.88,0.47,9.82,-300.28,-148.43,idle
1542,-13.77,-9.79,-2.0,69.9,208.05,-41.91,idle
1543,-11.96,-8.62,-1.41,-16.46,-80.9,28.81,idle
1544,-8.96,-10.17,-0.36,-18.93,-159.11,73.9,idle
1545,-7.11,-11.58,-0.1,-14.83,-153.17,124.9,idle
1546,-5.41,-13.64,-0.06,4.68,-110.9,184.26,idle
1547,-3.82,-15.62,-1.28,19.24,-98.83,232.74,idle
1548,0.03,-16.61,-1.26,55.27,-106.34,245.6,idle
1549,1.55,-15.56,-1.36,60.75,-39.03,202.56,idle
1550,1.93,-14.17,-1.76,60.09,-45.13,178.12,idle
1551,2.94,-11.71,-1.88,53.62,-81.21,137.46,idle
1552,3.7,-9.73,-1.51,29.84,-100.25,94.33,idle
1553,4.59,-8.52,-1.61,26.29,-91.68,58.0,idle
1554,5.11,-7.47,-1.82,16.6,-54.89,20.82,idle
1555,5.19,-7.69,-1.99,2.33,9.21,-11.35,idle
1556,4.61,-8.05,-2.11,-11.39,62.97,-46.97,idle
1557,3.82,-9.22,-1.92,-33.09,63.61,-90.73,idle
1558,3.21,-11.66,-1.58,-50.28,65.32,-127.75,idle
1559,2.32,-14.32,-1.3,-64.59,58.3,-175.97,idle
1560,1.15,-16.49,-1.61,-65.64,5.11,-226.03,idle
1561,0.11,-17.44,-0.69,-75.87,39.21,-262.48,idle
1562,-3.87,-15.57,0.19,-60.27,180.98,-242.98,idle
1563,-7.07,-13.45,-0.48,-17.8,214.6,-158.56,idle
1564,-8.67,-10.14,0.04,7.46,178.9,-94.96,idle
1565,-9.82,-8.89,-0.16,13.1,78.49,-43.21,idle
1566,-9.0,-8.89,0.2,6.19,-41.23,63.98,idle
1567,-7.62,-10.74,0.24,-4.99,-97.86,126.2,idle
1568,-5.49,-12.72,-0.56,-5.53,-133.98,180.6,idle
1569,-2.66,-14.6,-0.58,0.18,-167.58,208.26,idle
1570,0.52,-15.63,-0.08,33.05,-131.7,208.2,idle
1571,1.99,-14.65,-0.74,63.11,-34.22,192.52,idle
1572,2.28,-13.01,-1.37,47.15,-44.57,163.26,idle
1573,3.97,-11.41,-1.28,32.93,-76.4,127.71,idle
1574,6.23,-9.18,-1.75,31.34,-113.82,81.13,idle
1575,4.25,-8.4,-1.93,-20.81,38.6,-58.24,idle
1576,3.51,-9.76,-1.88,-33.6,45.2,-99.86,idle
1577,2.5,-11.74,-1.94,-47.59,38.24,-144.32,idle
1578,1.86,-13.95,-2.03,-66.07,26.81,-180.35,idle
1579,0.92,-15.79,-2.03,-83.56,33.35,-208.84,idle
1580,-1.5,-15.47,-1.13,-91.71,75.23,-221.6,idle
1581,-3.85,-14.7,-0.29,-86.67,123.83,-190.38,idle
1582,-7.14,-12.15,0.55,-42.59,169.15,-152.88,idle
1583,-10.72,-10.44,0.78,6.05,118.76,-101.7,idle
1584,-11.21,-9.18,0.85,12.05,1.49,-13.33,idle
1585,-10.02,-9.85,0.71,16.8,-39.09,48.43,idle
1586,-9.24,-11.22,0.28,20.89,-79.12,105.64,idle
1587,-6.89,-13.19,-0.02,25.14,-99.06,171.04,idle
1588,-4.38,-14.88,-0.94,34.21,-85.34,218.35,idle
1589,-1.49,-16.03,-1.14,45.1,-88.85,232.19,idle
1590,0.86,-15.8,-1.29,65.78,-47.58,213.04,idle
1591,2.1,-13.81,-1.99,70.88,-40.53,174.39,idle
1592,3.46,-11.45,-2.03,49.73,-73.18,123.91,idle
1593,4.45,-8.94,-1.87,28.68,-94.16,80.61,idle
1594,5.44,-8.41,-1.57,4.45,-85.16,46.28,idle
1595,5.7,-7.16,-1.91,14.74,-28.53,10.92,idle
1596,5.11,-7.02,-2.18,-7.49,29.31,-21.21,idle
1597,4.42,-8.19,-2.04,-22.99,50.19,-63.26,idle
1598,3.47,-10.08,-2.14,-35.15,65.0,-104.13,idle
1599,2.28,-11.93,-2.4,-46.84,63.37,-141.0,idle
1600,2.03,-14.41,-2.45,-68.76,50.87,-173.7,idle
1601,0.91,-16.07,-2.78,-78.57,50.31,-214.52,idle
1602,-0.92,-16.57,-1.78,-94.64,66.64,-234.05,idle
1603,-3.72,-15.15,0.19,-84.5,145.12,-215.31,idle
1604,-8.71,-12.43,0.54,-19.45,266.05,-154.49,idle
1605,-11.93,-10.21,-0.91,25.49,151.02,-65.63,idle
1606,-10.67,-9.39,0.47,-13.33,-45.04,-15.0,idle
1607,-10.15,-9.72,0.65,15.79,-27.39,41.85,idle
1608,-9.35,-11.22,0.22,14.93,-39.7,114.19,idle
1609,-7.67,-12.86,-0.7,6.62,-67.69,178.06,idle
1610,-13.4,-8.52,-0.87,34.04,35.2,-48.45,idle
1611,-11.93,-9.45,0.1,-7.93,-78.08,6.69,idle
1612,-8.94,-10.84,0.24,-11.15,-103.47,100.18,idle
1613,-7.43,-12.17,-0.38,6.31,-68.42,142.2,idle
1614,-6.3,-13.81,-1.14,-9.91,-98.25,194.33,idle
1615,-3.12,-15.94,-1.25,-8.92,-141.1,235.66,idle
1616,0.31,-15.74,-0.81,31.72,-127.6,208.26,idle
1617,2.36,-14.57,-0.99,57.36,-62.35,184.67,idle
1618,3.34,-12.57,-1.71,49.36,-53.28,144.61,idle
1619,4.17,-10.02,-1.38,31.75,-79.65,102.88,idle
1620,5.27,-8.71,-1.17,16.08,-95.57,65.48,idle
1621,5.78,-7.22,-1.43,23.86,-65.05,20.31,idle
1622,5.58,-6.95,-1.76,4.13,-11.0,-12.72,idle
1623,4.92,-8.03,-2.21,-8.13,37.66,-41.03,idle
1624,4.33,-9.03,-2.53,-25.89,43.88,-79.35,idle
1625,3.4,-11.02,-2.52,-50.34,32.35,-129.55,idle
1626,2.91,-13.59,-2.47,-76.42,14.22,-175.03,idle
1627,2.11,-16.04,-2.51,-97.29,22.85,-218.3,idle
1628,0.02,-17.17,-1.38,-119.44,58.58,-244.4,idle
1629,-3.93,-16.08,0.89,-100.44,159.32,-219.91,idle
1630,-8.82,-13.2,0.93,3.4,309.24,-139.87,idle
1631,-12.13,-10.0,-1.67,46.37,195.25,-61.2,idle
1632,-11.66,-9.94,-0.43,-22.55,-20.79,-14.08,idle
1633,-10.29,-9.71,0.46,-8.63,-63.78,37.4,idle
1634,-8.67,-10.79,0.61,-10.68,-71.21,103.53,idle
1635,-7.21,-12.47,0.15,-9.26,-54.21,157.43,idle
1636,-5.66,-14.38,-0.84,-5.92,-95.06,197.76,idle
1637,-1.74,-15.79,-1.15,18.14,-144.29,219.39,idle
1638,1.48,-15.47,-1.05,51.5,-96.1,191.6,idle
1639,2.08,-14.3,-1.6,63.0,-49.38,164.31,idle
1640,3.38,-12.35,-1.97,53.34,-42.68,151.33,idle
1641,6.69,-7.97,-2.15,27.95,-48.29,53.47,idle
1642,5.56,-7.39,-1.97,2.76,-26.26,-10.23,idle
1643,4.8,-7.27,-1.86,-9.29,-4.97,-41.49,idle
1644,4.26,-7.86,-1.79,-26.84,18.05,-69.67,idle
1645,-8.58,-11.46,-0.15,17.25,-83.85,112.69,idle
1646,-7.24,-13.3,-0.76,21.79,-116.09,161.32,idle
1647,-4.6,-15.48,-1.22,32.76,-148.06,207.3,idle
1648,-0.74,-16.25,-1.27,61.37,-127.69,225.58,idle
1649,1.33,-15.49,-1.45,75.55,-46.42,202.86,idle
1650,2.08,-14.02,-2.26,74.95,-48.26,177.74,idle
1651,4.04,-11.74,-2.72,61.94,-91.66,137.03,idle
1652,6.16,-9.02,-2.46,39.26,-81.57,87.14,idle
1653,5.98,-7.5,-2.09,12.74,-40.22,37.44,idle
1654,5.57,-6.64,-1.68,-2.53,7.73,4.5,idle
1655,4.9,-6.83,-1.5,-19.97,32.3,-27.89,idle
1656,4.45,-8.36,-1.53,-24.62,42.31,-64.59,idle
1657,3.57,-9.83,-1.9,-36.36,35.25,-106.62,idle
1658,3.13,-12.31,-2.04,-60.24,15.39,-146.02,idle
1659,2.69,-14.79,-2.33,-76.65,11.68,-188.84,idle
1660,1.77,-16.84,-2.21,-101.5,31.96,-222.91,idle
1661,-0.87,-17.84,-0.46,-97.49,123.36,-228.86,idle
1662,-4.45,-14.53,-1.35,-46.39,291.16,-177.99,idle
1663,-10.24,-11.18,-1.03,-8.63,265.35,-166.42,idle
1664,-13.88,-9.34,0.11,10.04,40.75,-75.12,idle
1665,-11.0,-9.33,0.68,4.48,-97.08,23.56,idle
1666,-9.4,-10.16,0.33,18.73,-96.99,70.39,idle
1667,-7.96,-12.09,-0.22,14.58,-122.94,134.83,idle
1668,-5.43,-13.74,-0.17,9.12,-116.14,191.9,idle
1669,-2.94,-15.19,-0.39,18.9,-84.06,219.04,idle
1670,0.04,-15.71,-0.43,58.64,-55.59,215.01,idle
1671,1.44,-14.24,-1.49,78.81,-9.84,187.53,idle
1672,2.05,-12.39,-2.08,60.41,-34.16,147.41,idle
1673,3.29,-10.54,-1.71,37.4,-84.28,103.69,idle
1674,4.03,-8.77,-1.01,20.18,-79.06,69.67,idle
1675,4.85,-8.35,-1.16,23.63,-61.28,39.0,idle
1676,5.34,-7.32,-1.81,20.34,-29.97,-2.76,idle
1677,5.27,-7.82,-1.88,-7.96,-6.8,-46.2,idle
1678,4.41,-9.1,-1.7,-32.3,25.17,-89.46,idle
1679,3.57,-10.57,-1.3,-47.3,38.24,-123.62,idle
1680,4.94,-9.51,-0.18,-1.81,-49.07,-26.5,idle
1681,5.18,-9.64,-0.75,-12.22,-36.07,-82.29,idle
1682,4.01,-11.7,-0.81,-44.6,18.22,-136.56,idle
1683,1.27,-13.57,-0.6,-58.5,73.7,-172.46,idle
1684,-2.7,-15.76,-0.26,-49.3,92.23,-186.78,idle
1685,-6.25,-13.73,-0.43,-6.97,77.81,-182.18,idle
1686,-7.13,-12.02,-0.74,1.03,7.88,-142.48,idle
1687,-6.64,-9.33,-0.25,-24.41,9.76,-102.25,idle
1688,-6.0,-8.56,0.44,-54.34,33.38,-54.61,idle
1689,-8.62,-6.95,1.81,-21.53,84.47,-51.65,idle
1690,-8.0,-4.92,1.43,5.6,-2.54,29.61,idle
1691,-7.04,-4.33,1.68,4.19,6.1,44.81,idle
1692,-6.98,-6.38,0.72,14.54,-54.24,76.49,idle
1693,-4.8,-8.62,-0.05,22.96,-91.97,112.93,idle
1694,-2.71,-11.14,-0.93,17.61,-90.32,139.78,idle
1695,0.11,-12.79,-0.89,20.95,-79.38,149.7,idle
1696,2.0,-13.6,-0.4,16.96,-4.94,135.87,idle
1697,1.98,-12.75,-0.96,12.1,16.98,115.45,idle
1698,3.35,-11.59,-0.54,4.8,-11.5,88.08,idle
1699,4.58,-9.81,0.48,-2.76,25.16,65.89,idle
1700,4.39,-8.55,0.55,5.32,55.18,28.27,idle
1701,3.8,-7.88,0.56,7.2,30.9,-20.46,idle
1702,2.79,-8.49,0.19,12.51,13.44,-58.27,idle
1703,2.02,-9.05,-0.4,16.98,4.48,-77.91,idle
1704,1.85,-9.24,-0.78,15.56,13.13,-83.45,idle
1705,1.58,-10.12,-1.22,8.19,44.07,-83.82,idle
1706,0.58,-11.36,-2.24,11.56,51.83,-95.34,idle
1707,-0.16,-12.05,-3.32,7.95,15.93,-123.81,idle
1708,-2.1,-11.74,-3.61,-9.41,-14.31,-170.69,idle
1709,-7.37,-10.64,-0.94,-29.86,-18.22,-202.04,idle
1710,-9.88,-9.78,-0.32,11.1,-37.21,-69.58,idle
1711,-7.98,-8.24,-0.74,8.8,-17.47,10.2,idle
1712,-7.74,-8.5,-0.68,-25.8,-19.31,46.84,idle
1713,-6.81,-10.76,0.46,-44.65,-11.99,95.63,idle
1714,-4.78,-12.05,1.04,-17.53,-44.89,122.5,idle
1715,0.04,-11.49,-6.34,28.65,316.14,-99.06,idle
1716,-1.56,-9.29,-7.85,-1.72,-313.71,-76.66,idle
1717,-1.66,-9.59,-8.18,-8.31,207.0,-59.45,idle
1718,1.29,-9.53,-7.61,-41.21,180.87,-33.57,idle
1719,3.74,-11.75,-6.94,-63.81,173.97,-43.42,idle
1720,3.85,-11.71,-5.64,-38.24,201.7,-113.04,idle
1721,1.17,-11.91,-5.39,-27.71,174.25,-156.93,idle
1722,-0.66,-11.63,-4.08,-50.05,89.36,-188.52,idle
1723,-3.86,-11.65,-0.83,-76.14,59.17,-184.58,idle
1724,-9.86,-10.1,1.72,-16.43,89.13,-134.27,idle
1725,-9.92,-8.57,2.34,-13.85,30.01,3.4,idle
1726,-9.54,-9.5,3.14,-58.07,122.47,66.44,idle
1727,-10.22,-10.35,1.75,-50.78,11.79,119.27,idle
1728,-6.83,-12.48,1.31,-30.23,-138.42,144.1,idle
1729,-3.75,-12.83,-0.93,57.04,-141.97,152.69,idle
1730,-1.9,-12.92,-1.73,44.54,-141.06,161.34,idle
1731,-0.33,-14.85,-2.36,35.99,-124.07,157.98,idle
1732,2.68,-14.84,-1.88,43.52,-75.9,161.48,idle
1733,4.22,-13.13,-1.7,12.57,-2.18,163.58,idle
1734,7.83,-10.38,-1.41,13.47,-75.43,123.37,idle
1735,11.16,-9.97,-1.11,6.16,-46.72,75.43,idle
1736,12.39,-7.81,-2.27,24.04,35.02,19.92,idle
1737,8.93,-8.88,-3.0,-14.02,61.17,-69.24,idle
1738,6.7,-9.94,-2.62,-29.87,17.12,-118.93,idle
1739,4.84,-11.72,-3.0,-44.08,45.45,-163.64,idle
1740,2.88,-13.94,-3.0,-60.71,76.43,-186.46,idle
1741,1.43,-14.95,-3.12,-65.45,104.95,-195.83,idle
1742,-0.66,-16.08,-3.33,-63.14,115.24,-212.09,idle
1743,-3.24,-15.3,-2.07,-60.9,90.91,-207.16,idle
1744,-6.33,-12.37,-0.23,-32.51,119.71,-166.57,idle
1745,-9.21,-9.78,0.89,2.16,126.94,-98.42,idle
1746,-11.24,-8.92,1.63,-5.64,133.52,-1.14,idle
1747,-10.94,-9.0,0.87,-0.16,29.25,72.85,idle
1748,-8.32,-10.52,0.74,1.98,-55.02,113.27,idle
1749,-6.28,-11.89,-0.91,35.87,-98.19,141.01,idle
1750,-8.95,-9.26,-0.12,-4.95,120.5,-35.46,idle
1751,-9.41,-8.74,-0.16,-7.26,70.53,3.96,idle
1752,-9.27,-9.38,0.46,-9.67,-15.65,42.8,idle
1753,-7.7,-9.89,-0.62,22.6,-81.61,83.7,idle
1754,-5.88,-11.51,-1.63,18.58,-156.96,120.76,idle
1755,-3.23,-13.44,-2.65,41.87,-181.34,154.69,idle
1756,-1.25,-13.85,-3.25,53.71,-137.12,171.91,idle
1757,-0.05,-14.87,-3.97,54.64,-161.46,160.64,idle
1758,2.22,-13.76,-3.44,53.37,-111.5,158.42,idle
1759,2.44,-14.48,-3.07,12.02,-117.25,145.58,idle
1760,7.02,-12.27,-1.54,32.09,-89.56,162.32,idle
1761,8.37,-9.7,-1.87,20.47,11.64,110.51,idle
1762,10.3,-7.72,-1.85,38.56,-55.4,48.63,idle
1763,10.06,-6.6,-1.87,4.37,19.44,-9.35,idle
1764,8.32,-7.78,-2.46,-4.37,31.23,-50.26,idle
1765,6.94,-9.27,-2.93,-21.92,46.26,-102.31,idle
1766,5.16,-11.8,-3.29,-35.44,46.31,-143.67,idle
1767,4.28,-13.13,-3.19,-50.67,90.81,-165.26,idle
1768,2.46,-15.15,-3.33,-70.86,113.51,-191.57,idle
1769,0.85,-16.31,-2.83,-68.01,107.12,-215.91,idle
1770,-1.36,-16.0,-2.34,-62.01,101.52,-220.94,idle
1771,-5.79,-13.65,-0.88,-47.27,118.7,-198.59,idle
1772,-7.96,-10.45,0.13,-20.6,110.17,-91.02,idle
1773,-8.44,-9.86,-0.18,-11.61,133.92,-15.16,idle
1774,-9.76,-8.4,-1.22,34.18,53.16,2.3,idle
1775,-8.91,-9.4,-0.84,7.67,-97.77,34.44,idle
1776,-6.78,-10.62,-1.18,29.03,-105.61,89.83,idle
1777,-4.27,-11.99,-1.24,8.05,-108.36,155.57,idle
1778,-2.44,-13.75,-1.81,30.32,-103.23,177.76,idle
1779,-0.49,-14.76,-3.03,58.52,-148.26,168.07,idle
1780,0.45,-14.22,-3.81,59.78,-149.79,156.91,idle
1781,2.39,-14.68,-3.54,36.08,-164.28,158.23,idle
1782,4.53,-13.58,-2.07,27.86,-98.76,155.08,idle
1783,5.3,-11.65,-1.69,32.48,-33.52,134.94,idle
1784,6.05,-10.04,-1.38,30.68,-29.87,102.37,idle
1785,-1.75,-14.83,-2.77,38.4,-150.09,184.37,idle
1786,-0.3,-15.04,-3.39,63.39,-128.8,167.63,idle
1787,1.61,-14.6,-3.9,54.26,-163.14,163.0,idle
1788,3.94,-13.63,-2.55,18.06,-96.82,155.83,idle
1789,5.64,-12.73,-1.52,10.68,-34.86,148.02,idle
1790,7.98,-9.92,-0.99,13.21,19.04,121.17,idle
1791,9.42,-9.54,-0.43,-0.45,1.81,74.07,idle
1792,12.16,-7.58,-0.39,14.64,4.71,28.49,idle
1793,10.32,-7.95,-1.35,2.57,36.71,-60.65,idle
1794,7.42,-9.55,-1.73,-8.33,3.67,-119.47,idle
1795,6.68,-11.65,-2.18,-19.89,18.9,-148.87,idle
1796,4.89,-14.01,-2.99,-36.25,67.0,-181.76,idle
1797,1.58,-15.5,-3.42,-42.13,95.63,-212.64,idle
1798,-0.93,-15.82,-3.35,-47.5,73.01,-220.94,idle
1799,-2.16,-15.88,-2.08,-70.05,66.96,-191.51,idle
1800,-5.43,-14.17,-0.72,-50.31,109.79,-174.66,idle
1801,-9.9,-11.35,-0.12,5.03,120.09,-134.21,idle
1802,-12.54,-8.12,0.86,9.33,67.55,-46.93,idle
1803,-12.71,-9.69,0.28,-21.51,19.16,33.81,idle
1804,-9.48,-10.25,-0.69,6.65,-56.41,103.49,idle
1805,-6.34,-12.04,-1.64,6.71,-87.33,148.25,idle
1806,-3.73,-13.66,-2.4,14.6,-87.72,182.17,idle
1807,-1.32,-15.04,-2.68,22.64,-132.59,184.08,idle
1808,1.34,-15.43,-2.9,57.65,-113.04,183.5,idle
1809,1.36,-14.09,-2.98,19.34,-66.1,158.76,idle
1810,1.31,-13.77,-1.82,-1.63,-80.92,144.32,idle
1811,2.9,-13.23,-1.0,11.1,-55.71,148.44,idle
1812,4.93,-12.15,-1.48,31.06,-19.3,144.1,idle
1813,9.08,-8.96,-1.62,23.01,-34.54,116.46,idle
1814,7.5,-7.96,0.57,-39.32,52.37,32.06,idle
1815,8.89,-7.26,1.04,4.31,18.98,22.26,idle
1816,7.74,-8.35,-0.4,5.26,91.1,-53.97,idle
1817,5.88,-10.13,-2.18,32.06,-0.85,-99.63,idle
1818,6.93,-10.96,-2.76,-8.39,23.17,-144.31,idle
1819,3.97,-14.4,-3.44,-27.77,59.72,-196.5,idle
1820,10.68,-9.08,0.33,-14.39,-40.89,87.77,idle
1821,11.13,-7.25,0.26,5.98,51.27,18.34,idle
